"ir","rss","amb","dis","obs","auc","f1","bac","spe","method","filter","data"
1.04180790960452,27,0.125505865478203,0.89073305670816,0.125505865478203,0.993607704438626,0.972144846796657,0.940988011575031,0.91869918699187,"ans","none","us_crime"
1.05459571527298,41,0.0561590489854478,0.487955182072829,0.0561590489854478,0.998458550459545,0.990804597701149,0.5,0,"ans","none","wilt"
1.02857766143106,19,0.122184493491794,0.312903225806452,0.122184493491794,0.995779034173633,0.976566757493188,0.918383867352969,0.910922587486744,"ans","none","wine_quality"
1.0042046250876,25,0.0674125874125874,0.465034965034965,0.0674125874125874,0.997175866495507,0.979166666666667,0.942398679625894,0.916376306620209,"ans","none","yeast_me2"
1.06720686367969,15,0.158093041138024,0.346020761245675,0.158093041138024,0.993427080004261,0.983213429256595,0.983620965164589,0.991051454138702,"ans","none","yeast_ml8"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"bls","none","abalone_19"
1.00933084510797,20,0.0838196286472147,0.164456233421751,0.0838196286472147,0.983609498680739,0.937704918032787,0.920548812664908,0.897097625329815,"bls","none","abalone"
1.05817106236135,35,0.102881080618962,0.478156792339916,0.102881080618962,0.987221651938042,0.968827930174564,0.945279480665455,0.954598370197904,"bls","none","churn"
1.00159762638366,19,0.173238739481934,0.258193217440866,0.173238739481934,0.931206119805033,0.869976359338062,NA,NA,"bls","none","jm1"
1.06384248210024,25,0.126580086580087,0.314574314574315,0.126580086580087,0.966820061357876,0.92814371257485,NA,NA,"bls","none","kc1"
1.16669820245979,18,0.189005311795096,0.799607072691552,0.189005311795096,0.943874469391426,0.867206092336982,NA,NA,"bls","none","MagicTelescope"
1.00358324145535,41,0.051386737210642,0.493694106856226,0.051386737210642,0.997512076806978,0.994947175011484,0.993809847708562,0.993131868131868,"bls","none","mammography"
1.01279863481229,39,0.0773305084745763,0.781779661016949,0.0773305084745763,0.998159578049602,0.983014861995754,0.5,0,"bls","none","ozone_level_8hr"
1.00291545189504,22,0.119194364957077,0.48910411622276,0.119194364957077,0.992132170160874,0.972972972972973,NA,NA,"bls","none","pc1"
1.05966767371601,24,0.130810397553517,0.295412844036697,0.130810397553517,0.978975741239892,0.948571428571429,NA,NA,"bls","none","pc3"
1.0281124497992,38,0.118499218342887,0.500990099009901,0.118499218342887,0.989865712851406,0.958250497017893,NA,NA,"bls","none","pc4"
1.05179063360882,19,0.0859060402684564,0.245637583892617,0.0859060402684564,0.965163594536512,0.909803921568627,0.5,0,"bls","none","phoneme"
1.01157742402315,21,0.145940390544707,0.363309352517986,0.145940390544707,0.96268115942029,0.913669064748201,0.5,0,"bls","none","qsar_biodeg"
1.09462112288967,43,0.0610492360672174,0.230552952202437,0.0610492360672174,0.987560822753167,0.961089494163424,0.947146699903529,0.955197132616487,"bls","none","spambase"
1.11369509043928,27,0.176829268292683,0.695121951219512,0.176829268292683,0.971694946858102,0.92604501607717,0.906917769904904,0.936416184971098,"bls","none","SpeedDating"
1.22630560928433,40,0.0727668845315904,0.559912854030501,0.0727668845315904,1,1,0.5,0,"bls","none","steel_plates_fault"
1.0347923681257,40,0.0563793103448276,0.521379310344828,0.0563793103448276,0.98975366158156,0.961218836565097,0.950724703876252,0.929539295392954,"bls","none","us_crime"
1.00549088513068,35,0.125826882477129,0.645320197044335,0.125826882477129,0.999092244714048,0.99231613611416,0.5,0,"bls","none","wilt"
1.00468783294268,24,0.152674459794545,0.57173219978746,0.152674459794545,0.995517670137112,0.977611940298507,0.975555548026657,0.976670201484624,"bls","none","wine_quality"
1.00139762403913,44,0.0713493823249921,0.890243902439024,0.0713493823249921,0.995945076424383,0.986159169550173,0.975609756097561,0.968641114982578,"bls","none","yeast_me2"
1.02330895795247,22,0.150385208012327,0.684745762711864,0.150385208012327,0.988569152033343,0.97906976744186,0.979475039073274,0.997762863534676,"bls","none","yeast_ml8"
1.07161323681489,40,0.0872738615096694,0.505302557704304,0.0872738615096694,0.999851943283368,0.993548387096774,0.992633788724624,0.989143546441496,"dbs","none","abalone_19"
1.08574706051047,34,0.100941338073691,0.476648351648352,0.100941338073691,0.981587044779279,0.927390366642703,0.929712484218007,0.935356200527705,"dbs","none","abalone"
1.0364558184452,37,0.0678877930062764,0.197867298578199,0.0678877930062764,0.991581368634946,0.976406533575318,0.964296296504337,0.973224679860303,"dbs","none","churn"
1.21852006108566,23,0.127225251934558,0.26868939630904,0.127225251934558,0.920121198421117,0.849518161601186,NA,NA,"dbs","none","jm1"
1.08653260207191,28,0.131820074968763,0.412536443148688,0.131820074968763,0.958328012055886,0.913928012519562,NA,NA,"dbs","none","kc1"
1.00113654814093,35,0.127844250659096,0.791725816264449,0.127844250659096,0.956194823619834,0.889860503851759,NA,NA,"dbs","none","MagicTelescope"
1.03056892159638,37,0.0589081181553301,0.874302973977695,0.0589081181553301,0.999046884719054,0.994816211121583,0.989046409565278,0.991300366300366,"dbs","none","mammography"
1.02993492407809,36,0.0879036087369421,0.38034188034188,0.0879036087369421,0.997661833542642,0.982646420824295,0.5,0,"dbs","none","ozone_level_8hr"
1.09206349206349,28,0.124458874458874,0.532828282828283,0.124458874458874,0.990338164251208,0.962765957446808,NA,NA,"dbs","none","pc1"
1.1387987012987,22,0.159134199134199,0.803809523809524,0.159134199134199,0.976282798833819,0.933054393305439,NA,NA,"dbs","none","pc3"
1.04832104832105,38,0.0892631578947368,0.526,0.0892631578947368,0.988201203893443,0.948665297741273,NA,NA,"dbs","none","pc4"
1.27054908485857,24,0.150793650793651,0.791941391941392,0.150793650793651,0.971302192680611,0.90311986863711,0.5,0,"dbs","none","phoneme"
1.05112781954887,26,0.117075232459848,0.549450549450549,0.117075232459848,0.967722878625134,0.897338403041825,0.5,0,"dbs","none","qsar_biodeg"
1.53778268063982,40,0.0937839305103149,0.800217155266015,0.0937839305103149,0.984137563316449,0.934246575342466,0.937587013833348,0.960573476702509,"dbs","none","spambase"
1.23319027181688,23,0.166828726211974,0.702875399361022,0.166828726211974,0.960033030553262,0.903703703703704,0.887592898431049,0.953757225433526,"dbs","none","SpeedDating"
1.02340597255851,37,0.0763877650105195,0.49500998003992,0.0763877650105195,1,1,NA,0,"dbs","none","steel_plates_fault"
1.04180790960452,40,0.0882434301521439,0.500691562932227,0.0882434301521439,0.994824920000612,0.966386554621849,0.947648247668917,0.937669376693767,"dbs","none","us_crime"
1.03434252146408,37,0.104956705734052,0.813992226540811,0.104956705734052,0.999422692620828,0.994363021420519,0.5,0,"dbs","none","wilt"
1.02857766143106,33,0.125073313782991,0.827956989247312,0.125073313782991,0.995376596883886,0.978165938864629,0.969751286816362,0.979851537645811,"dbs","none","wine_quality"
1.0429403202329,39,0.0742768500775618,0.338078291814947,0.0742768500775618,0.998365536902122,0.978181818181818,0.957199873297434,0.961672473867596,"dbs","none","yeast_me2"
1.00946798917944,15,0.115600448933782,0.283950617283951,0.115600448933782,0.984294697381946,0.969907407407407,0.949331882217788,0.997762863534676,"dbs","none","yeast_ml8"
1,4,0.232142857142857,0.357142857142857,0.232142857142857,0.806122448979592,0.666666666666667,0.5,0,"nea","none","abalone_19"
1,47,0.0929665266296246,0.522292993630573,0.0929665266296246,0.796900357026939,0.816091954022989,0.764524505030834,0.734177215189873,"nea","none","abalone"
1,31,0.160150461643679,0.674911660777385,0.160150461643679,0.908051143741884,0.889679715302491,0.87985715712716,0.880281690140845,"nea","none","churn"
1,42,0.145373826490216,1,0.145373826490216,0.740062965115295,0.699186991869919,NA,NA,"nea","none","jm1"
1,23,0.21042150680385,0.900763358778626,0.21042150680385,0.794988344988345,0.759124087591241,NA,NA,"nea","none","kc1"
1,33,0.133911073350326,0.771588785046729,0.133911073350326,0.936680295107736,0.861693861693862,NA,NA,"nea","none","MagicTelescope"
1,25,0.123461538461538,0.528846153846154,0.123461538461538,0.939718934911243,0.909090909090909,0.913461538461539,0.961538461538462,"nea","none","mammography"
1,15,0.128125,0.375,0.128125,0.873046875,0.848484848484849,0.5,0,"nea","none","ozone_level_8hr"
1,14,0.193548387096774,0.290322580645161,0.193548387096774,0.779166666666667,0.888888888888889,NA,NA,"nea","none","pc1"
1,17,0.144301470588235,0.25,0.144301470588235,0.86962890625,0.845070422535211,NA,NA,"nea","none","pc3"
1,26,0.144764957264957,0.625,0.144764957264957,0.877314814814815,0.867469879518072,NA,NA,"nea","none","pc4"
1,14,0.119159928122192,0.262578616352201,0.119159928122192,0.942199675645742,0.892355694227769,0.5,0,"nea","none","phoneme"
1,22,0.202161474888748,0.545454545454545,0.202161474888748,0.90669014084507,0.865248226950355,0.5,0,"nea","none","qsar_biodeg"
1,38,0.105951863128897,0.494490358126722,0.105951863128897,0.978910062306005,0.946793997271487,0.933884297520661,0.931129476584022,"nea","none","spambase"
1,13,0.1995841995842,0.405405405405405,0.1995841995842,0.836376917457999,0.810810810810811,0.743243243243243,0.783783783783784,"nea","none","SpeedDating"
1,43,0.0468574392668799,0.486988847583643,0.0468574392668799,1,1,0.5,0,"nea","none","steel_plates_fault"
1,43,0.0961240310077519,0.566666666666667,0.0961240310077519,0.957222222222222,0.935483870967742,0.916666666666667,0.866666666666667,"nea","none","us_crime"
1,38,0.0739821251241311,0.30188679245283,0.0739821251241311,0.997152011391954,0.981132075471698,0.5,0,"nea","none","wilt"
1,25,0.217837837837838,0.878378378378378,0.217837837837838,0.87582176771366,0.873239436619718,0.864864864864865,0.891891891891892,"nea","none","wine_quality"
1,15,0.0253968253968254,0.0476190476190476,0.0253968253968254,0.972727272727273,0.956521739130435,0.904545454545455,0.9,"nea","none","yeast_me2"
1,10,0.425,0.597222222222222,0.425,0.60108024691358,0.649350649350649,0.555555555555556,0.527777777777778,"nea","none","yeast_ml8"
129.53125,4,0.0287425149700599,0.0383233532934132,0.0287425149700599,0.736328910333735,NA,0.5,1,"org","none","abalone_19"
9.68286445012788,38,0.0601144438156323,1,0.0601144438156323,0.845020206405931,0.113636363636364,0.529399485655122,0.982849604221636,"org","none","abalone"
6.07213578500707,40,0.0697802197802198,0.895104895104895,0.0697802197802198,0.894956467559732,0.840466926070039,0.861540605682992,0.990686845168801,"org","none","churn"
4.16856600189934,34,0.0575535680510146,0.200734956361966,0.0575535680510146,0.760129505083352,0.329787234042553,NA,NA,"org","none","jm1"
5.46932515337423,29,0.0904866715578381,0.113475177304965,0.0904866715578381,0.793841779135897,0.556521739130435,NA,NA,"org","none","kc1"
1.8438995215311,34,0.0984695060678674,0.235742444152431,0.0984695060678674,0.932042876280808,0.8274231678487,NA,NA,"org","none","MagicTelescope"
42.0115384615385,21,0.00649544254195417,0.0120751341681574,0.00649544254195417,0.971462031558185,0.714285714285714,0.720238095238095,0.998168498168498,"org","none","mammography"
14.8375,12,0.0128205128205128,0.029585798816568,0.0128205128205128,0.906973684210526,0.222222222222222,0.5,0,"org","none","ozone_level_8hr"
13.4025974025974,23,0.00567959263611438,0.027027027027027,0.00567959263611438,0.796296296296296,0.235294117647059,NA,NA,"org","none","pc1"
8.76875,24,0.0658386752136752,1,0.0658386752136752,0.866741071428571,0.44,NA,NA,"org","none","pc3"
7.19101123595506,22,0.0643548890971571,0.0962199312714777,0.0643548890971571,0.930524553571429,0.590163934426229,NA,NA,"org","none","pc4"
2.40731399747793,24,0.133857054836722,0.798521256931608,0.133857054836722,0.956678685501663,0.832550860719875,0.5,0,"org","none","phoneme"
1.96348314606742,37,0.137837837837838,0.676190476190476,0.137837837837838,0.945051020408163,0.867647058823529,0.5,0,"org","none","qsar_biodeg"
1.53778268063982,40,0.104044516829533,0.614549402823019,0.104044516829533,0.983495759155583,0.928571428571429,0.926086376966142,0.962365591397849,"org","none","spambase"
5.07101449275362,27,0.0981835057014055,0.123508353221957,0.0981835057014055,0.85782867494824,0.491803278688525,0.587391304347826,0.99,"org","none","SpeedDating"
1.88410104011887,44,0.0534208059981256,0.407216494845361,0.0534208059981256,1,1,0.5,0,"org","none","steel_plates_fault"
12.2933333333333,40,0.0290726817042607,0.172932330827068,0.0290726817042607,0.933785004516712,0.612244897959184,0.694579945799458,0.989159891598916,"org","none","us_crime"
17.5402298850575,22,0.016793320198893,0.0454076367389061,0.016793320198893,0.991843124330559,0.865384615384615,0.5,0,"org","none","wilt"
25.7650273224044,17,0.0176470588235294,0.0224489795918367,0.0176470588235294,0.848213006219369,0.452830188679245,0.525436358946433,0.996818663838812,"org","none","wine_quality"
28.0980392156863,21,0.0195606862273529,0.0303030303030303,0.0195606862273529,0.955052264808362,0.533333333333333,0.55,1,"org","none","yeast_me2"
12.5786516853933,11,0.000564652738565782,0.0041407867494824,0.000564652738565782,0.600795426298782,0.0540540540540541,0.5,1,"org","none","yeast_ml8"
1.01221001221001,36,0.0889461974110028,0.543082524271845,0.0889461974110028,1,0.999389871873093,0.998793727382388,0.997587454764777,"ros","none","abalone_19"
1.01229946524064,12,0.0842740150509071,0.157370517928287,0.0842740150509071,0.98749700167906,0.96010296010296,0.947159002723181,0.905013192612137,"ros","none","abalone"
1.0125,21,0.0969397718079623,0.255418863503222,0.0969397718079623,0.999128264546314,0.989485981308411,0.979559519625717,0.969732246798603,"ros","none","churn"
1.01315941359806,9,0.126620171332123,0.299226139294927,0.126620171332123,0.953863400662735,0.896946564885496,NA,NA,"ros","none","jm1"
1.00791407574901,14,0.108048289738431,0.216901408450704,0.108048289738431,0.9782060132835,0.933518005540166,NA,NA,"ros","none","kc1"
1.01173188940848,17,0.188834922348144,0.781243628950051,0.188834922348144,0.975102609573524,0.932869422840769,NA,NA,"ros","none","MagicTelescope"
1.01477146042363,36,0.0947403479107422,0.743370993774499,0.0947403479107422,0.99451931796335,0.986641668619639,0.986792324025255,0.995879120879121,"ros","none","mammography"
1.00593220338983,36,0.104071336383902,0.501583949313622,0.104071336383902,1,0.993684210526316,NA,0,"ros","none","ozone_level_8hr"
1.0078125,19,0.205288707204905,0.745145631067961,0.205288707204905,0.999952869093908,0.995145631067961,NA,NA,"ros","none","pc1"
1.0129963898917,19,0.212132665595767,0.461400359066427,0.212132665595767,0.997911294481692,0.970227670753065,NA,NA,"ros","none","pc3"
1.00946372239748,25,0.0970196078431373,0.558823529411765,0.0970196078431373,0.995463213582677,0.97131931166348,NA,NA,"ros","none","pc4"
1.01112288135593,19,0.153601108033241,0.826315789473684,0.153601108033241,0.979516399346242,0.940269749518304,0.5,0,"ros","none","phoneme"
1.01895043731778,20,0.12158273381295,0.248201438848921,0.12158273381295,0.967650103519669,0.923636363636364,0.5,0,"ros","none","qsar_biodeg"
1.00831826401447,42,0.12048347691912,0.793879387938794,0.12048347691912,0.988949166164356,0.96588868940754,0.954986486223726,0.956989247311828,"ros","none","spambase"
1.01411764705882,18,0.124230644638808,0.425655976676385,0.124230644638808,0.975314518871132,0.92485549132948,0.8980278816729,0.890173410404624,"ros","none","SpeedDating"
1.01035856573705,39,0.0708180708180708,0.503968253968254,0.0708180708180708,1,1,0.5,0,"ros","none","steel_plates_fault"
1.00326441784548,20,0.109633649932157,0.854816824966079,0.109633649932157,0.997540355838341,0.983957219251337,0.968834688346883,0.937669376693767,"ros","none","us_crime"
1.01104240282686,37,0.0737087251906132,0.50768386388584,0.0737087251906132,0.998817924173631,0.99505766062603,NA,0,"ros","none","wilt"
1.01136851136851,37,0.120100900900901,0.667733333333333,0.120100900900901,1,0.994663820704376,0.994697773064687,0.989395546129374,"ros","none","wine_quality"
1.00986610288936,41,0.0658237580624493,0.330998248686515,0.0658237580624493,0.997852971487461,0.994746059544659,0.993031358885017,0.986062717770035,"ros","none","yeast_me2"
1.00538841490795,18,0.185787244643747,0.455156950672646,0.185787244643747,1,1,1,1,"ros","none","yeast_ml8"
14.3923611111111,45,0.0124264061129902,0.0631341600901917,0.0124264061129902,0.98681419242128,0.973451327433628,0.974137931034483,1,"rsl","none","abalone_19"
1.40066592674806,21,0.121522049928516,0.90685142417244,0.121522049928516,0.97506449992441,0.921409214092141,0.930716839235463,0.91688654353562,"rsl","none","abalone"
1.51055594651654,34,0.110886681231708,0.690960056061668,0.110886681231708,0.988807407893227,0.966312056737589,0.947312220236436,0.968568102444703,"rsl","none","churn"
1.30435428741269,14,0.146196002578981,0.207930367504836,0.146196002578981,0.921415473841332,0.844866920152091,NA,NA,"rsl","none","jm1"
1.39514866979656,21,0.108521712110619,0.199021207177814,0.108521712110619,0.951346945028011,0.895874263261297,NA,NA,"rsl","none","kc1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"rsl","none","MagicTelescope"
1.25465196416265,44,0.0800317232436438,0.4381049414162,0.0800317232436438,0.997524002977505,0.994266055045872,0.993008856814827,0.991758241758242,"rsl","none","mammography"
1.64063579820318,39,0.0802748449807273,0.684967320261438,0.0802748449807273,0.992740471869328,0.965034965034965,0.5,0,"rsl","none","ozone_level_8hr"
1.98080614203455,26,0.137204142011834,0.557692307692308,0.137204142011834,0.97336093857833,0.951456310679612,NA,NA,"rsl","none","pc1"
1.60526315789474,18,0.102686202686203,0.373626373626374,0.102686202686203,0.975795918367347,0.935294117647059,NA,NA,"rsl","none","pc3"
1.59600997506234,25,0.142939759036145,0.424096385542169,0.142939759036145,0.989079697327044,0.947040498442368,NA,NA,"rsl","none","pc4"
1.23201032591158,19,0.150702134946912,0.783803326102675,0.150702134946912,0.968535638464336,0.908517350157729,0.5,0,"rsl","none","phoneme"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"rsl","none","qsar_biodeg"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"rsl","none","spambase"
1.45117845117845,18,0.120433789954338,0.270547945205479,0.120433789954338,0.968086656627969,0.921161825726141,0.910696070335649,0.930635838150289,"rsl","none","SpeedDating"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"rsl","none","steel_plates_fault"
1.37817638266069,43,0.11142346026067,0.434850863422292,0.11142346026067,0.988350928285402,0.955555555555555,0.948312300287182,0.937669376693767,"rsl","none","us_crime"
1.12953367875648,36,0.0698385125136717,0.52518818760857,0.0698385125136717,0.997678616619732,0.993849938499385,0.5,0,"rsl","none","wilt"
1.99197296155471,34,0.109801154053717,0.503881439661256,0.109801154053717,0.989261312536075,0.969569779643232,0.974114170145554,0.984093319194062,"rsl","none","wine_quality"
1.47884416924665,39,0.0541132478632479,0.591666666666667,0.0541132478632479,0.996497625968118,0.987080103359173,0.988698525031142,0.982578397212544,"rsl","none","yeast_me2"
2.33472367049009,24,0.264019300991132,0.693270735524257,0.264019300991132,0.935938665175242,0.927374301675978,0.932291666666667,1,"rsl","none","yeast_ml8"
1.06666666666667,1,0,0,0,0.904761904761905,0.666666666666667,0.619047619047619,0.666666666666667,"rus","none","abalone_19"
1.02088772845953,31,0.0599375650364204,0.638709677419355,0.0599375650364204,0.857559107559108,0.832369942196532,0.786463536463536,0.688311688311688,"rus","none","abalone"
1.02020202020202,20,0.0880357142857143,0.292857142857143,0.0880357142857143,0.885759477524364,0.862453531598513,0.860936782488902,0.892086330935252,"rus","none","churn"
1.00477783086479,37,0.17701253100538,0.855780691299166,0.17701253100538,0.752446300715991,0.691037735849057,NA,NA,"rus","none","jm1"
1.0251572327044,43,0.161001788908766,0.530769230769231,0.161001788908766,0.809422348484849,0.763358778625954,NA,NA,"rus","none","kc1"
1.01103552532124,35,0.128034371643394,0.788721804511278,0.128034371643394,0.923545284481282,0.853395061728395,NA,NA,"rus","none","MagicTelescope"
1.07438016528926,45,0.122444444444444,0.51,0.122444444444444,0.982972756410256,0.971428571428571,0.928685897435897,0.895833333333333,"rus","none","mammography"
1.04575163398693,24,0.182123655913978,0.532258064516129,0.182123655913978,0.898958333333333,0.875,0.5,0,"rus","none","ozone_level_8hr"
1.05479452054795,16,0.108333333333333,0.166666666666667,0.108333333333333,0.764444444444444,0.787878787878788,NA,NA,"rus","none","pc1"
1.04575163398693,18,0.136200716845878,0.451612903225806,0.136200716845878,0.829166666666667,0.830769230769231,NA,NA,"rus","none","pc3"
1.04093567251462,22,0.121428571428571,0.542857142857143,0.121428571428571,0.926530612244898,0.904109589041096,NA,NA,"rus","none","pc4"
1.01019108280255,19,0.0939194261406289,0.310618066561014,0.0939194261406289,0.939379935301091,0.867692307692308,0.5,0,"rus","none","phoneme"
1.02593659942363,24,0.163732394366197,0.654929577464789,0.163732394366197,0.907539682539683,0.861111111111111,0.5,0,"rus","none","qsar_biodeg"
1.00387596899225,42,0.0925451559934319,0.235862068965517,0.0925451559934319,0.986009010243064,0.954230235783634,0.946216306713544,0.953038674033149,"rus","none","spambase"
1.06285714285714,21,0.169602087410307,0.397260273972603,0.169602087410307,0.775187969924812,0.75,0.725563909774436,0.714285714285714,"rus","none","SpeedDating"
1.00899550224888,42,0.0433546552949538,0.399253731343284,0.0433546552949538,1,1,0.5,0,"rus","none","steel_plates_fault"
1.03448275862069,24,0.086864406779661,0.813559322033898,0.086864406779661,0.901149425287356,0.88135593220339,0.864942528735632,0.896551724137931,"rus","none","us_crime"
1.07851239669421,37,0.0872357506020872,0.435643564356436,0.0872357506020872,0.994103773584906,0.981481481481482,0.5,0,"rus","none","wilt"
1.04571428571429,18,0.362654320987654,0.791666666666667,0.362654320987654,0.893436293436293,0.88,0.874517374517374,0.857142857142857,"rus","none","wine_quality"
1.0625,14,0.0464285714285714,0.2,0.0464285714285714,0.929292929292929,0.9,0.909090909090909,1,"rus","none","yeast_me2"
1.04093567251462,1,0,0,0,0.728163265306122,0.666666666666667,0.585714285714286,0.257142857142857,"rus","none","yeast_ml8"
14.3923611111111,45,0.0124264061129902,0.0631341600901917,0.0124264061129902,0.98681419242128,0.973451327433628,0.974137931034483,1,"sls","none","abalone_19"
1.40066592674806,20,0.102232486528099,0.873749037721324,0.102232486528099,0.974668233848195,0.92057761732852,0.927154102390277,0.911609498680739,"sls","none","abalone"
1.51055594651654,34,0.11004163403273,0.443587946741416,0.11004163403273,0.98806137172277,0.966371681415929,0.947014010723245,0.969732246798603,"sls","none","churn"
1.30435428741269,14,0.147554573086488,0.21598968407479,0.147554573086488,0.918341953040647,0.837280366692131,NA,NA,"sls","none","jm1"
1.39514866979656,19,0.0976217051601271,0.195758564437194,0.0976217051601271,0.950203518907563,0.900584795321637,NA,NA,"sls","none","kc1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"sls","none","MagicTelescope"
